time,sst_celsius,clim,anomaly
1993-01-01,15.759763129479554,16.057200252521902,-0.29743712304234826
1993-02-01,15.623932322772356,16.03331918906168,-0.4093868662893225
1993-03-01,14.416952099585886,14.687812528028061,-0.27086042844217495
1993-04-01,12.494784093394543,12.670049735735555,-0.17526564234101194
1993-05-01,11.314952168920987,11.365249073655884,-0.05029690473489623
1993-06-01,10.31021271365209,10.403740602718043,-0.09352788906595322
1993-07-01,10.002684917146457,10.03155193427608,-0.028867017129623918
1993-08-01,9.690242527816725,9.927751409933924,-0.2375088821171989
1993-09-01,10.584355564667378,10.387186181319354,0.19716938334802414
1993-10-01,11.86050976041346,11.737404759873433,0.12310500054002738
1993-11-01,13.27942217109461,13.22596707024861,0.05345510084600136
1993-12-01,14.832786191673756,14.998343791659893,-0.16555759998613695
1994-01-01,16.39605804613283,16.057200252521902,0.33885779361092716
1994-02-01,15.812473134884671,16.03331918906168,-0.22084605417700764
1994-03-01,14.963919829295687,14.687812528028061,0.2761073012676256
1994-04-01,12.484298379343205,12.670049735735555,-0.18575135639235008
1994-05-01,11.263007469621213,11.365249073655884,-0.10224160403467053
1994-06-01,10.512603185318788,10.403740602718043,0.10886258260074477
1994-07-01,10.014242520574761,10.03155193427608,-0.017309413701319443
1994-08-01,9.854012109409647,9.927751409933924,-0.07373930052427724
1994-09-01,10.19071747822778,10.387186181319354,-0.19646870309157372
1994-10-01,11.723809302639461,11.737404759873433,-0.013595457233972041
1994-11-01,13.53385073683626,13.22596707024861,0.3078836665876512
1994-12-01,14.777440570791011,14.998343791659893,-0.22090322086888214
1995-01-01,15.998555750870233,16.057200252521902,-0.05864450165166879
1995-02-01,16.10600374056865,16.03331918906168,0.07268455150697051
1995-03-01,14.61662029788793,14.687812528028061,-0.07119223014013087
1995-04-01,12.781469801272332,12.670049735735555,0.11142006553677675
1995-05-01,11.12484157409195,11.365249073655884,-0.2404074995639327
1995-06-01,10.278460333409432,10.403740602718043,-0.12528026930861103
1995-07-01,9.884740219321897,10.03155193427608,-0.14681171495418432
1995-08-01,9.87932086460432,9.927751409933924,-0.04843054532960345
1995-09-01,10.030031767533671,10.387186181319354,-0.3571544137856826
1995-10-01,11.548288569235467,11.737404759873433,-0.18911619063796614
1995-11-01,13.045203128710767,13.22596707024861,-0.18076394153784214
1995-12-01,16.250076482575494,14.998343791659893,1.2517326909156008
1996-01-01,16.05326542706673,16.057200252521902,-0.003934825455171875
1996-02-01,16.014249696173348,16.03331918906168,-0.01906949288833104
1996-03-01,14.74184610154053,14.687812528028061,0.05403357351246818
1996-04-01,12.299022193008257,12.670049735735555,-0.37102754272729754
1996-05-01,11.325551247025095,11.365249073655884,-0.039697826630789024
1996-06-01,10.139031765097332,10.403740602718043,-0.2647088376207112
1996-07-01,10.099090444945542,10.03155193427608,0.06753851066946126
1996-08-01,9.924362338251942,9.927751409933924,-0.003389071681981548
1996-09-01,10.325803189494092,10.387186181319354,-0.06138299182526197
1996-10-01,11.669809303846456,11.737404759873433,-0.06759545602697692
1996-11-01,12.903031703317117,13.22596707024861,-0.3229353669314925
1996-12-01,14.753302322482618,14.998343791659893,-0.24504146917727532
1997-01-01,16.135081093440775,16.057200252521902,0.0778808409188727
1997-02-01,15.685789464246884,16.03331918906168,-0.3475297248147946
1997-03-01,14.852067297233575,14.687812528028061,0.16425476920551318
1997-04-01,12.756374563738015,12.670049735735555,0.08632482800246066
1997-05-01,11.457910691071238,11.365249073655884,0.09266161741535406
1997-06-01,10.612936516409496,10.403740602718043,0.20919591369145252
1997-07-01,10.111035145139388,10.03155193427608,0.07948321086330701
1997-08-01,9.743532849206238,9.927751409933924,-0.18421856072768605
1997-09-01,10.433203187093516,10.387186181319354,0.046017005774162456
1997-10-01,11.647671055493358,11.737404759873433,-0.089733704380075
1997-11-01,13.339936455456296,13.22596707024861,0.11396938520768707
1997-12-01,14.952058078408745,14.998343791659893,-0.04628571325114805
1998-01-01,15.979680175255268,16.057200252521902,-0.07752007726663379
1998-02-01,16.380146591583934,16.03331918906168,0.34682740252225486
1998-03-01,14.65649126473868,14.687812528028061,-0.03132126328938156
1998-04-01,12.885812656082946,12.670049735735555,0.21576292034739097
1998-05-01,11.758657228127833,11.365249073655884,0.393408154471949
1998-06-01,10.88083174851681,10.403740602718043,0.47709114579876655
1998-07-01,10.454224077560683,10.03155193427608,0.42267214328460234
1998-08-01,10.333606568735956,9.927751409933924,0.4058551588020318
1998-09-01,10.682526991044504,10.387186181319354,0.2953408097251504
1998-10-01,12.134906067644282,11.737404759873433,0.3975013077708489
1998-11-01,13.404726930198592,13.22596707024861,0.17875985994998267
1998-12-01,15.090574204344927,14.998343791659893,0.09223041268503351
1999-01-01,16.287412887270914,16.057200252521902,0.23021263474901232
1999-02-01,15.6802486480442,16.03331918906168,-0.3530705410174786
1999-03-01,14.453597260057125,14.687812528028061,-0.23421526797093684
1999-04-01,12.85044122830213,12.670049735735555,0.18039149256657439
1999-05-01,11.46254663566808,11.365249073655884,0.09729756201219608
1999-06-01,10.566926993628366,10.403740602718043,0.1631863909103224
1999-07-01,10.235910718385067,10.03155193427608,0.20435878410898667
1999-08-01,9.98351441066251,9.927751409933924,0.055763000728585865
1999-09-01,10.42907937766188,10.387186181319354,0.041893196342526196
1999-10-01,12.21079546686968,11.737404759873433,0.47339070699624664
1999-11-01,13.71794597081665,13.22596707024861,0.49197890056804106
1999-12-01,15.322592632338633,14.998343791659893,0.3242488406787398
2000-01-01,15.957624876209072,16.057200252521902,-0.09957537631282953
2000-02-01,15.73829896342507,16.03331918906168,-0.295020225636609
2000-03-01,14.428850716831452,14.687812528028061,-0.25896181119660966
2000-04-01,12.477412665211396,12.670049735735555,-0.19263707052415846
2000-05-01,11.38022405686297,11.365249073655884,0.014974983207086012
2000-06-01,10.256241286287018,10.403740602718043,-0.1474993164310252
2000-07-01,9.897938375708923,10.03155193427608,-0.1336135585671574
2000-08-01,9.757836996351953,9.927751409933924,-0.1699144135819708
2000-09-01,10.218250810945696,10.387186181319354,-0.16893537037365824
2000-10-01,11.749256306678971,11.737404759873433,0.011851546805537794
2000-11-01,13.160184078521695,13.22596707024861,-0.06578299172691437
2000-12-01,14.416113389927213,14.998343791659893,-0.58223040173268
2001-01-01,15.562389862001789,16.057200252521902,-0.49481039052011333
2001-02-01,15.653493546601409,16.03331918906168,-0.3798256424602702
2001-03-01,14.27156039776652,14.687812528028061,-0.41625213026154206
2001-04-01,12.427917428222463,12.670049735735555,-0.24213230751309212
2001-05-01,11.33192912706687,11.365249073655884,-0.03331994658901394
2001-06-01,10.312679380263624,10.403740602718043,-0.09106122245441917
2001-07-01,9.923800126282943,10.03155193427608,-0.10775180799313766
2001-08-01,9.606196446745992,9.927751409933924,-0.321554963187932
2001-09-01,10.1335174795063,10.387186181319354,-0.25366870181305323
2001-10-01,11.758048933210553,11.737404759873433,0.020644173337119653
2001-11-01,13.552917403076753,13.22596707024861,0.3269503328281438
2001-12-01,15.10427005657336,14.998343791659893,0.10592626491346735
2002-01-01,15.969200912816687,16.057200252521902,-0.08799933970521501
2002-02-01,15.697820076222879,16.03331918906168,-0.3354991128388001
2002-03-01,14.29460187190588,14.687812528028061,-0.3932106561221822
2002-04-01,12.48082218894471,12.670049735735555,-0.18922754679084441
2002-05-01,11.395975208584636,11.365249073655884,0.030726134928752202
2002-06-01,10.257231762455355,10.403740602718043,-0.14650884026268862
2002-07-01,9.884482154811538,10.03155193427608,-0.1470697794645428
2002-08-01,9.994740216863205,9.927751409933924,0.066988806929281
2002-09-01,10.209098430197885,10.387186181319354,-0.17808775112146868
2002-10-01,11.54886921438378,11.737404759873433,-0.18853554548965334
2002-11-01,13.028203129090747,13.22596707024861,-0.1977639411578629
2002-12-01,14.945302318191084,14.998343791659893,-0.053041473468809386
2003-01-01,15.72368939756697,16.057200252521902,-0.33351085495493216
2003-02-01,15.518789467979627,16.03331918906168,-0.5145297210820523
2003-03-01,14.777873750504833,14.687812528028061,0.09006122247677162
2003-04-01,12.68047932733917,12.670049735735555,0.010429591603614341
2003-05-01,11.4099567750924,11.365249073655884,0.0447077014365167
2003-06-01,10.478746043218411,10.403740602718043,0.07500544050036773
2003-07-01,10.135339292061586,10.03155193427608,0.10378735778550485
2003-08-01,9.95375404266411,9.927751409933924,0.026002632730186548
2003-09-01,10.40169842589294,10.387186181319354,0.01451224457358613
2003-10-01,11.734592712536683,11.737404759873433,-0.002812047336750112
2003-11-01,13.121755507952068,13.22596707024861,-0.10421156229654116
2003-12-01,14.649929052903792,14.998343791659893,-0.3484147387561016
2004-01-01,16.28744053703988,16.057200252521902,0.23024028451797918
2004-02-01,16.314939344624825,16.03331918906168,0.28162015556314657
2004-03-01,15.0138368788712,14.687812528028061,0.32602435084313797
2004-04-01,12.548031711251985,12.670049735735555,-0.12201802448356958
2004-05-01,11.210334659738635,11.365249073655884,-0.1549144139172487
2004-06-01,10.477650805147654,10.403740602718043,0.07391020242961055
2004-07-01,10.336030531815418,10.03155193427608,0.3044785975393367
2004-08-01,10.09799367077651,9.927751409933924,0.17024226084258665
2004-09-01,10.34876509374276,10.387186181319354,-0.03842108757659446
2004-10-01,11.869403769431255,11.737404759873433,0.13199900955782162
2004-11-01,13.299593599215173,13.22596707024861,0.07362652896656385
2004-12-01,15.207274662565961,14.998343791659893,0.20893087090606777
2005-01-01,15.945588010118671,16.057200252521902,-0.11161224240323087
2005-02-01,16.52480985365658,16.03331918906168,0.4914906645949024
2005-03-01,14.845200937940044,14.687812528028061,0.15738840991198266
2005-04-01,12.495717426707015,12.670049735735555,-0.17433230902853936
2005-05-01,11.4284083875832,11.365249073655884,0.06315931392731677
2005-06-01,10.252136524474004,10.403740602718043,-0.15160407824403954
2005-07-01,9.705293218724554,10.03155193427608,-0.32625871555152663
2005-08-01,9.966085839623496,9.927751409933924,0.03833442968957179
2005-09-01,10.481469852681338,10.387186181319354,0.09428367136198368
